MethodName,MethodFullName,ReturnType,ErrorType,Message
ObjWait,"System.Boolean System.Threading.Monitor::ObjWait(System.Boolean,System.Int32,System.Object)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Threading.Monitor::ObjWait(System.Boolean,System.Int32,System.Object) is non-deterministic [Internal Flag Set]"
ObjPulse,System.Void System.Threading.Monitor::ObjPulse(System.Object),System.Void,Internal Flag Set,Use of System.Void System.Threading.Monitor::ObjPulse(System.Object) is non-deterministic [Internal Flag Set]
ObjPulseAll,System.Void System.Threading.Monitor::ObjPulseAll(System.Object),System.Void,Internal Flag Set,Use of System.Void System.Threading.Monitor::ObjPulseAll(System.Object) is non-deterministic [Internal Flag Set]
AllocateNativeOverlapped,System.Threading.NativeOverlapped* System.Threading.OverlappedData::AllocateNativeOverlapped(),System.Threading.NativeOverlapped*,Internal Flag Set,Use of System.Threading.NativeOverlapped* System.Threading.OverlappedData::AllocateNativeOverlapped() is non-deterministic [Internal Flag Set]
FreeNativeOverlapped,System.Void System.Threading.OverlappedData::FreeNativeOverlapped(System.Threading.NativeOverlapped*),System.Void,Internal Flag Set,Use of System.Void System.Threading.OverlappedData::FreeNativeOverlapped(System.Threading.NativeOverlapped*) is non-deterministic [Internal Flag Set]
GetOverlappedFromNative,System.Threading.OverlappedData System.Threading.OverlappedData::GetOverlappedFromNative(System.Threading.NativeOverlapped*),System.Threading.OverlappedData,Internal Flag Set,Use of System.Threading.OverlappedData System.Threading.OverlappedData::GetOverlappedFromNative(System.Threading.NativeOverlapped*) is non-deterministic [Internal Flag Set]
CheckVMForIOPacket,"System.Void System.Threading.OverlappedData::CheckVMForIOPacket(System.Threading.NativeOverlapped*&,System.UInt32&,System.UInt32&)",System.Void,Internal Flag Set,"Use of System.Void System.Threading.OverlappedData::CheckVMForIOPacket(System.Threading.NativeOverlapped*&,System.UInt32&,System.UInt32&) is non-deterministic [Internal Flag Set]"
get_ManagedThreadId,System.Int32 System.Threading.Thread::get_ManagedThreadId(),System.Int32,Internal Flag Set,Use of System.Int32 System.Threading.Thread::get_ManagedThreadId() is non-deterministic [Internal Flag Set]
StartInternal,System.Void System.Threading.Thread::StartInternal(System.Threading.StackCrawlMark&),System.Void,Internal Flag Set,Use of System.Void System.Threading.Thread::StartInternal(System.Threading.StackCrawlMark&) is non-deterministic [Internal Flag Set]
InternalGetCurrentThread,System.IntPtr System.Threading.Thread::InternalGetCurrentThread(),System.IntPtr,Internal Flag Set,Use of System.IntPtr System.Threading.Thread::InternalGetCurrentThread() is non-deterministic [Internal Flag Set]
SleepInternal,System.Void System.Threading.Thread::SleepInternal(System.Int32),System.Void,Internal Flag Set,Use of System.Void System.Threading.Thread::SleepInternal(System.Int32) is non-deterministic [Internal Flag Set]
SpinWaitInternal,System.Void System.Threading.Thread::SpinWaitInternal(System.Int32),System.Void,Internal Flag Set,Use of System.Void System.Threading.Thread::SpinWaitInternal(System.Int32) is non-deterministic [Internal Flag Set]
YieldInternal,System.Boolean System.Threading.Thread::YieldInternal(),System.Boolean,PInvokeImpl Flag Set,Use of System.Boolean System.Threading.Thread::YieldInternal() is non-deterministic [PInvokeImpl Flag Set]
GetCurrentThreadNative,System.Threading.Thread System.Threading.Thread::GetCurrentThreadNative(),System.Threading.Thread,Internal Flag Set,Use of System.Threading.Thread System.Threading.Thread::GetCurrentThreadNative() is non-deterministic [Internal Flag Set]
SetStart,"System.Void System.Threading.Thread::SetStart(System.Delegate,System.Int32)",System.Void,Internal Flag Set,"Use of System.Void System.Threading.Thread::SetStart(System.Delegate,System.Int32) is non-deterministic [Internal Flag Set]"
InternalFinalize,System.Void System.Threading.Thread::InternalFinalize(),System.Void,Internal Flag Set,Use of System.Void System.Threading.Thread::InternalFinalize() is non-deterministic [Internal Flag Set]
StartupSetApartmentStateInternal,System.Void System.Threading.Thread::StartupSetApartmentStateInternal(),System.Void,Internal Flag Set,Use of System.Void System.Threading.Thread::StartupSetApartmentStateInternal() is non-deterministic [Internal Flag Set]
nativeInitCultureAccessors,System.Void System.Threading.Thread::nativeInitCultureAccessors(),System.Void,PInvokeImpl Flag Set,Use of System.Void System.Threading.Thread::nativeInitCultureAccessors() is non-deterministic [PInvokeImpl Flag Set]
GetDomainInternal,System.AppDomain System.Threading.Thread::GetDomainInternal(),System.AppDomain,Internal Flag Set,Use of System.AppDomain System.Threading.Thread::GetDomainInternal() is non-deterministic [Internal Flag Set]
GetFastDomainInternal,System.AppDomain System.Threading.Thread::GetFastDomainInternal(),System.AppDomain,Internal Flag Set,Use of System.AppDomain System.Threading.Thread::GetFastDomainInternal() is non-deterministic [Internal Flag Set]
InformThreadNameChange,"System.Void System.Threading.Thread::InformThreadNameChange(System.Threading.ThreadHandle,System.String,System.Int32)",System.Void,PInvokeImpl Flag Set,"Use of System.Void System.Threading.Thread::InformThreadNameChange(System.Threading.ThreadHandle,System.String,System.Int32) is non-deterministic [PInvokeImpl Flag Set]"
WaitHandleCleanupNative,System.Void System.Threading.RegisteredWaitHandleSafe::WaitHandleCleanupNative(System.IntPtr),System.Void,Internal Flag Set,Use of System.Void System.Threading.RegisteredWaitHandleSafe::WaitHandleCleanupNative(System.IntPtr) is non-deterministic [Internal Flag Set]
UnregisterWaitNative,"System.Boolean System.Threading.RegisteredWaitHandleSafe::UnregisterWaitNative(System.IntPtr,System.Runtime.InteropServices.SafeHandle)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Threading.RegisteredWaitHandleSafe::UnregisterWaitNative(System.IntPtr,System.Runtime.InteropServices.SafeHandle) is non-deterministic [Internal Flag Set]"
RequestWorkerThread,System.Boolean System.Threading.ThreadPool::RequestWorkerThread(),System.Boolean,PInvokeImpl Flag Set,Use of System.Boolean System.Threading.ThreadPool::RequestWorkerThread() is non-deterministic [PInvokeImpl Flag Set]
PostQueuedCompletionStatus,System.Boolean System.Threading.ThreadPool::PostQueuedCompletionStatus(System.Threading.NativeOverlapped*),System.Boolean,Internal Flag Set,Use of System.Boolean System.Threading.ThreadPool::PostQueuedCompletionStatus(System.Threading.NativeOverlapped*) is non-deterministic [Internal Flag Set]
SetMinThreadsNative,"System.Boolean System.Threading.ThreadPool::SetMinThreadsNative(System.Int32,System.Int32)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Threading.ThreadPool::SetMinThreadsNative(System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
SetMaxThreadsNative,"System.Boolean System.Threading.ThreadPool::SetMaxThreadsNative(System.Int32,System.Int32)",System.Boolean,Internal Flag Set,"Use of System.Boolean System.Threading.ThreadPool::SetMaxThreadsNative(System.Int32,System.Int32) is non-deterministic [Internal Flag Set]"
GetMinThreadsNative,"System.Void System.Threading.ThreadPool::GetMinThreadsNative(System.Int32&,System.Int32&)",System.Void,Internal Flag Set,"Use of System.Void System.Threading.ThreadPool::GetMinThreadsNative(System.Int32&,System.Int32&) is non-deterministic [Internal Flag Set]"
GetMaxThreadsNative,"System.Void System.Threading.ThreadPool::GetMaxThreadsNative(System.Int32&,System.Int32&)",System.Void,Internal Flag Set,"Use of System.Void System.Threading.ThreadPool::GetMaxThreadsNative(System.Int32&,System.Int32&) is non-deterministic [Internal Flag Set]"
GetAvailableThreadsNative,"System.Void System.Threading.ThreadPool::GetAvailableThreadsNative(System.Int32&,System.Int32&)",System.Void,Internal Flag Set,"Use of System.Void System.Threading.ThreadPool::GetAvailableThreadsNative(System.Int32&,System.Int32&) is non-deterministic [Internal Flag Set]"
NotifyWorkItemComplete,System.Boolean System.Threading.ThreadPool::NotifyWorkItemComplete(),System.Boolean,Internal Flag Set,Use of System.Boolean System.Threading.ThreadPool::NotifyWorkItemComplete() is non-deterministic [Internal Flag Set]
ReportThreadStatus,System.Void System.Threading.ThreadPool::ReportThreadStatus(System.Boolean),System.Void,Internal Flag Set,Use of System.Void System.Threading.ThreadPool::ReportThreadStatus(System.Boolean) is non-deterministic [Internal Flag Set]
NotifyWorkItemProgressNative,System.Void System.Threading.ThreadPool::NotifyWorkItemProgressNative(),System.Void,Internal Flag Set,Use of System.Void System.Threading.ThreadPool::NotifyWorkItemProgressNative() is non-deterministic [Internal Flag Set]
InitializeVMTp,System.Void System.Threading.ThreadPool::InitializeVMTp(System.Boolean&),System.Void,PInvokeImpl Flag Set,Use of System.Void System.Threading.ThreadPool::InitializeVMTp(System.Boolean&) is non-deterministic [PInvokeImpl Flag Set]
RegisterWaitForSingleObjectNative,"System.IntPtr System.Threading.ThreadPool::RegisterWaitForSingleObjectNative(System.Threading.WaitHandle,System.Object,System.UInt32,System.Boolean,System.Threading.RegisteredWaitHandle,System.Threading.StackCrawlMark&,System.Boolean)",System.IntPtr,Internal Flag Set,"Use of System.IntPtr System.Threading.ThreadPool::RegisterWaitForSingleObjectNative(System.Threading.WaitHandle,System.Object,System.UInt32,System.Boolean,System.Threading.RegisteredWaitHandle,System.Threading.StackCrawlMark&,System.Boolean) is non-deterministic [Internal Flag Set]"
BindIOCompletionCallbackNative,System.Boolean System.Threading.ThreadPool::BindIOCompletionCallbackNative(System.IntPtr),System.Boolean,Internal Flag Set,Use of System.Boolean System.Threading.ThreadPool::BindIOCompletionCallbackNative(System.IntPtr) is non-deterministic [Internal Flag Set]
CreateAppDomainTimer,System.Threading.TimerQueue/AppDomainTimerSafeHandle System.Threading.TimerQueue::CreateAppDomainTimer(System.UInt32),System.Threading.TimerQueue/AppDomainTimerSafeHandle,PInvokeImpl Flag Set,Use of System.Threading.TimerQueue/AppDomainTimerSafeHandle System.Threading.TimerQueue::CreateAppDomainTimer(System.UInt32) is non-deterministic [PInvokeImpl Flag Set]
ChangeAppDomainTimer,"System.Boolean System.Threading.TimerQueue::ChangeAppDomainTimer(System.Threading.TimerQueue/AppDomainTimerSafeHandle,System.UInt32)",System.Boolean,PInvokeImpl Flag Set,"Use of System.Boolean System.Threading.TimerQueue::ChangeAppDomainTimer(System.Threading.TimerQueue/AppDomainTimerSafeHandle,System.UInt32) is non-deterministic [PInvokeImpl Flag Set]"
DeleteAppDomainTimer,System.Boolean System.Threading.TimerQueue::DeleteAppDomainTimer(System.IntPtr),System.Boolean,PInvokeImpl Flag Set,Use of System.Boolean System.Threading.TimerQueue::DeleteAppDomainTimer(System.IntPtr) is non-deterministic [PInvokeImpl Flag Set]
Read,System.Single System.Threading.Volatile::Read(System.Single&),System.Single,Float usage,Float used within System.Single System.Threading.Volatile::Read(System.Single&)
Read,System.Double System.Threading.Volatile::Read(System.Double&),System.Double,Float usage,Float used within System.Double System.Threading.Volatile::Read(System.Double&)
Read,System.Double System.Threading.Volatile::Read(System.Double&),System.Double,Float usage,Float used within System.Double System.Threading.Volatile::Read(System.Double&)
Write,"System.Void System.Threading.Volatile::Write(System.Single&,System.Single)",System.Void,Float usage,"Float used within System.Void System.Threading.Volatile::Write(System.Single&,System.Single)"
WaitOneNative,"System.Int32 System.Threading.WaitHandle::WaitOneNative(System.Runtime.InteropServices.SafeHandle,System.UInt32,System.Boolean,System.Boolean)",System.Int32,Internal Flag Set,"Use of System.Int32 System.Threading.WaitHandle::WaitOneNative(System.Runtime.InteropServices.SafeHandle,System.UInt32,System.Boolean,System.Boolean) is non-deterministic [Internal Flag Set]"
WaitMultiple,"System.Int32 System.Threading.WaitHandle::WaitMultiple(System.Threading.WaitHandle[],System.Int32,System.Boolean,System.Boolean)",System.Int32,Internal Flag Set,"Use of System.Int32 System.Threading.WaitHandle::WaitMultiple(System.Threading.WaitHandle[],System.Int32,System.Boolean,System.Boolean) is non-deterministic [Internal Flag Set]"
SignalAndWaitOne,"System.Int32 System.Threading.WaitHandle::SignalAndWaitOne(Microsoft.Win32.SafeHandles.SafeWaitHandle,Microsoft.Win32.SafeHandles.SafeWaitHandle,System.Int32,System.Boolean,System.Boolean)",System.Int32,Internal Flag Set,"Use of System.Int32 System.Threading.WaitHandle::SignalAndWaitOne(Microsoft.Win32.SafeHandles.SafeWaitHandle,Microsoft.Win32.SafeHandles.SafeWaitHandle,System.Int32,System.Boolean,System.Boolean) is non-deterministic [Internal Flag Set]"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
Add,"System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::Add(System.DateTime,System.Double,System.Int32)"
AddDays,"System.DateTime System.Globalization.Calendar::AddDays(System.DateTime,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::AddDays(System.DateTime,System.Int32)"
AddHours,"System.DateTime System.Globalization.Calendar::AddHours(System.DateTime,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::AddHours(System.DateTime,System.Int32)"
AddMinutes,"System.DateTime System.Globalization.Calendar::AddMinutes(System.DateTime,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::AddMinutes(System.DateTime,System.Int32)"
AddSeconds,"System.DateTime System.Globalization.Calendar::AddSeconds(System.DateTime,System.Int32)",System.DateTime,Float usage,"Float used within System.DateTime System.Globalization.Calendar::AddSeconds(System.DateTime,System.Int32)"
GetMilliseconds,System.Double System.Globalization.Calendar::GetMilliseconds(System.DateTime),System.Double,Float usage,Float used within System.Double System.Globalization.Calendar::GetMilliseconds(System.DateTime)
GetWeekOfYearFullDays,"System.Int32 System.Globalization.Calendar::GetWeekOfYearFullDays(System.DateTime,System.Int32,System.Int32)",System.Int32,Float usage,"Float used within System.Int32 System.Globalization.Calendar::GetWeekOfYearFullDays(System.DateTime,System.Int32,System.Int32)"
GetWeekOfYearFullDays,"System.Int32 System.Globalization.Calendar::GetWeekOfYearFullDays(System.DateTime,System.Int32,System.Int32)",System.Int32,Float usage,"Float used within System.Int32 System.Globalization.Calendar::GetWeekOfYearFullDays(System.DateTime,System.Int32,System.Int32)"
InternalGetNumericValue,System.Double System.Globalization.CharUnicodeInfo::InternalGetNumericValue(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CharUnicodeInfo::InternalGetNumericValue(System.Int32)
InternalGetGlobalizedHashCode,"System.Int32 System.Globalization.CompareInfo::InternalGetGlobalizedHashCode(System.IntPtr,System.String,System.String,System.Int32,System.Int32,System.Int64)",System.Int32,PInvokeImpl Flag Set,"Use of System.Int32 System.Globalization.CompareInfo::InternalGetGlobalizedHashCode(System.IntPtr,System.String,System.String,System.Int32,System.Int32,System.Int64) is non-deterministic [PInvokeImpl Flag Set]"
FormatStandard,"System.String System.Globalization.TimeSpanFormat::FormatStandard(System.TimeSpan,System.Boolean,System.String,System.Globalization.TimeSpanFormat/Pattern)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatStandard(System.TimeSpan,System.Boolean,System.String,System.Globalization.TimeSpanFormat/Pattern)"
FormatStandard,"System.String System.Globalization.TimeSpanFormat::FormatStandard(System.TimeSpan,System.Boolean,System.String,System.Globalization.TimeSpanFormat/Pattern)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatStandard(System.TimeSpan,System.Boolean,System.String,System.Globalization.TimeSpanFormat/Pattern)"
FormatCustomized,"System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)"
FormatCustomized,"System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)"
FormatCustomized,"System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)"
FormatCustomized,"System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)",System.String,Float usage,"Float used within System.String System.Globalization.TimeSpanFormat::FormatCustomized(System.TimeSpan,System.String,System.Globalization.DateTimeFormatInfo)"
TryTimeToTicks,"System.Boolean System.Globalization.TimeSpanParse::TryTimeToTicks(System.Boolean,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Int64&)",System.Boolean,Float usage,"Float used within System.Boolean System.Globalization.TimeSpanParse::TryTimeToTicks(System.Boolean,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Int64&)"
TryTimeToTicks,"System.Boolean System.Globalization.TimeSpanParse::TryTimeToTicks(System.Boolean,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Int64&)",System.Boolean,Float usage,"Float used within System.Boolean System.Globalization.TimeSpanParse::TryTimeToTicks(System.Boolean,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Globalization.TimeSpanParse/TimeSpanToken,System.Int64&)"
GetEncodingData,System.Globalization.InternalEncodingDataItem* System.Globalization.EncodingTable::GetEncodingData(),System.Globalization.InternalEncodingDataItem*,Internal Flag Set,Use of System.Globalization.InternalEncodingDataItem* System.Globalization.EncodingTable::GetEncodingData() is non-deterministic [Internal Flag Set]
GetNumEncodingItems,System.Int32 System.Globalization.EncodingTable::GetNumEncodingItems(),System.Int32,Internal Flag Set,Use of System.Int32 System.Globalization.EncodingTable::GetNumEncodingItems() is non-deterministic [Internal Flag Set]
GetCodePageData,System.Globalization.InternalCodePageDataItem* System.Globalization.EncodingTable::GetCodePageData(),System.Globalization.InternalCodePageDataItem*,Internal Flag Set,Use of System.Globalization.InternalCodePageDataItem* System.Globalization.EncodingTable::GetCodePageData() is non-deterministic [Internal Flag Set]
RadiansFromDegrees,System.Double System.Globalization.CalendricalCalculationsHelper::RadiansFromDegrees(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::RadiansFromDegrees(System.Double)
RadiansFromDegrees,System.Double System.Globalization.CalendricalCalculationsHelper::RadiansFromDegrees(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::RadiansFromDegrees(System.Double)
Angle,"System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)"
Angle,"System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)"
Angle,"System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)"
Angle,"System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::Angle(System.Int32,System.Int32,System.Double)"
GetGregorianYear,System.Int32 System.Globalization.CalendricalCalculationsHelper::GetGregorianYear(System.Double),System.Int32,Float usage,Float used within System.Int32 System.Globalization.CalendricalCalculationsHelper::GetGregorianYear(System.Double)
NormalizeLongitude,System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double)
NormalizeLongitude,System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double)
NormalizeLongitude,System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::NormalizeLongitude(System.Double)
AsDayFraction,System.Double System.Globalization.CalendricalCalculationsHelper::AsDayFraction(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::AsDayFraction(System.Double)
PolynomialSum,"System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)"
PolynomialSum,"System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)"
PolynomialSum,"System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)",System.Double,Float usage,"Float used within System.Double System.Globalization.CalendricalCalculationsHelper::PolynomialSum(System.Double[],System.Double)"
CenturiesFrom1900,System.Double System.Globalization.CalendricalCalculationsHelper::CenturiesFrom1900(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::CenturiesFrom1900(System.Int32)
CenturiesFrom1900,System.Double System.Globalization.CalendricalCalculationsHelper::CenturiesFrom1900(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::CenturiesFrom1900(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
DefaultEphemerisCorrection,System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::DefaultEphemerisCorrection(System.Int32)
EphemerisCorrection1988to2019,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1988to2019(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1988to2019(System.Int32)
EphemerisCorrection1988to2019,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1988to2019(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1988to2019(System.Int32)
EphemerisCorrection1700to1799,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1700to1799(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1700to1799(System.Int32)
EphemerisCorrection1700to1799,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1700to1799(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1700to1799(System.Int32)
EphemerisCorrection1620to1699,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1620to1699(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1620to1699(System.Int32)
EphemerisCorrection1620to1699,System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1620to1699(System.Int32),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EphemerisCorrection1620to1699(System.Int32)
JulianCenturies,System.Double System.Globalization.CalendricalCalculationsHelper::JulianCenturies(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::JulianCenturies(System.Double)
JulianCenturies,System.Double System.Globalization.CalendricalCalculationsHelper::JulianCenturies(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::JulianCenturies(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
EquationOfTime,System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double),System.Double,Float usage,Float used within System.Double System.Globalization.CalendricalCalculationsHelper::EquationOfTime(System.Double)
